station dans rayon,station atteintes
385,None
386,386
390,390
389,389
395,None
396,396
188,188
137,137
571,571
572,572
2243,2243
1243,1243
1244,None
2250,None
2505,2505
2252,None
2509,2509
490,490
491,491
492,None
493,493
495,None
494,494
502,None
503,None
2560,2560
2561,2561
29,None
7,7
506,None
497,None
496,496
190,190
28,None
498,498
578,None
579,579
183,183
87,87
580,None
31,31
2260,None
549,None
550,None
829,None
830,None
551,None
552,None
554,None
553,None
539,539
37,None
538,538
546,546
545,545
2282,2282
609,None
610,None
612,612
611,611
613,None
614,None
617,None
616,616
619,None
618,618
2284,None
2640,2640
2459,None
849,849
45,None
622,None
623,623
627,None
626,626
631,None
635,None
636,None
270,270
271,271
2564,2564
382,382
269,269
1250,1250
1251,1251
268,268
689,None
2383,None
2311,2311
2385,2385
2312,2312
2402,2402
2321,None
2313,None
2387,2387
2322,2322
2405,None
2407,2407
2316,2316
2409,2409
2394,2394
2317,None
2318,None
702,702
701,None
2328,None
2604,2604
2605,2605
703,None
704,None
2601,2601
2602,2602
2649,2649
2580,None
2581,2581
2650,2650
2583,None
2584,2584
2586,2586
2588,2588
2589,2589
2663,2663
2664,2664
576,None
577,577
2591,2591
716,None
717,717
2593,2593
2331,2331
2490,None
2595,2595
2596,2596
2598,2598
2599,2599
2327,None
708,708
711,711
709,709
2578,2578
712,712
714,714
715,None
185,185
63,63
720,None
719,719
724,None
725,None
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
2348,None
2341,2341
2424,None
2343,2343
2342,2342
2486,None
2345,2345
2488,None
2430,2430
2347,2347
2340,None
2439,2439
2336,2336
2433,None
2338,2338
2446,2446
2339,None
2463,2463
746,746
747,747
286,286
344,344
287,287
343,343
748,None
749,749
758,None
757,757
764,764
765,765
762,None
763,None
285,None
345,345
184,None
113,None
180,180
68,None
742,742
743,None
282,282
820,820
821,821
809,809
810,810
75,75
182,182
181,181
78,78
813,813
104,104
827,None
828,None
826,None
79,None
