station dans rayon,station atteintes
383,None
384,None
385,None
386,None
390,None
389,None
394,None
393,None
395,None
396,None
188,None
137,None
15,None
387,None
418,None
417,None
420,None
419,419
422,None
421,None
424,None
423,423
426,None
425,None
189,None
20,None
466,None
467,467
468,468
469,None
471,None
470,470
474,None
473,473
476,None
475,475
478,None
477,477
479,None
480,480
481,481
482,None
489,None
488,None
490,None
491,None
492,None
493,None
495,None
494,None
499,None
500,None
504,504
505,None
1272,None
1270,None
2560,None
2561,None
29,None
7,None
506,None
497,497
496,None
501,None
111,None
190,None
28,None
498,None
1264,None
1265,None
512,512
513,None
514,None
515,515
522,522
523,523
524,None
525,525
191,None
93,93
622,None
623,None
650,None
649,None
624,None
625,None
640,None
639,None
627,None
626,None
638,None
637,None
628,None
629,None
647,None
648,None
631,None
641,None
642,None
633,None
634,None
644,None
645,None
635,None
636,None
2633,None
621,None
620,None
643,None
46,None
666,None
665,665
131,131
720,None
719,None
724,None
725,None
64,None
756,None
755,None
140,None
