station dans rayon,station atteintes
383,None
384,384
385,None
386,386
390,390
389,389
394,394
393,None
395,None
396,396
188,188
137,137
15,None
387,None
418,None
417,None
420,None
419,419
422,None
421,None
424,None
423,423
426,None
425,None
189,None
20,20
466,466
467,467
468,468
469,None
471,None
470,470
474,None
473,473
476,None
475,475
478,None
477,477
481,481
482,None
1243,1243
1244,1244
2250,2250
2505,2505
2252,2252
2509,2509
489,None
488,None
490,490
491,491
492,None
493,493
495,None
494,494
499,499
500,None
502,None
503,None
504,504
505,None
1272,None
1270,None
2560,2560
2561,2561
29,None
7,7
506,None
497,497
496,496
501,None
111,None
190,190
28,None
498,498
508,None
509,509
1264,None
1265,None
512,512
513,None
514,514
515,515
520,520
521,None
522,522
523,523
524,524
525,525
191,None
93,93
549,None
550,None
551,None
552,None
554,None
553,None
539,539
37,None
538,538
546,546
545,545
2282,2282
609,None
610,610
617,None
616,616
619,None
618,618
849,849
45,None
622,None
623,623
650,650
649,649
624,624
625,625
640,640
639,639
627,None
626,626
638,638
637,637
628,628
629,629
647,647
648,648
631,None
641,641
642,642
633,633
634,634
644,644
645,645
635,635
636,636
2633,2633
621,621
620,620
643,643
46,46
720,None
719,719
724,None
725,None
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,None
757,757
754,754
753,753
764,764
765,765
291,291
339,339
288,288
342,342
762,None
763,763
285,None
345,345
184,184
113,None
180,180
68,None
742,742
743,743
282,282
289,289
341,341
