station dans rayon,station atteintes
383,None
384,None
385,None
386,None
390,None
389,None
394,None
393,None
395,None
396,None
188,None
137,None
15,None
387,None
418,None
417,None
420,None
419,None
422,None
421,None
424,None
423,None
426,None
425,None
189,None
20,None
2568,2568
431,None
466,466
467,467
468,468
469,None
471,None
470,470
474,None
473,473
476,None
475,None
478,None
477,477
479,None
480,480
481,481
482,None
851,None
852,None
570,None
2245,None
2494,None
1243,None
1244,None
2249,None
2501,None
2248,None
2503,None
2250,None
2505,None
2252,None
2509,None
489,None
488,None
499,None
500,None
502,None
503,None
504,504
505,None
1272,1272
1270,None
7,None
497,497
496,None
498,None
508,None
509,509
1264,None
1265,1265
512,512
513,None
514,None
515,515
520,520
521,None
522,522
523,523
524,None
525,525
191,None
93,93
549,None
550,None
829,None
830,None
551,None
552,None
554,None
553,None
539,None
37,None
538,None
546,None
545,None
617,None
616,None
622,None
623,None
624,None
625,None
627,None
626,None
638,None
637,None
628,None
629,None
631,None
641,None
642,None
633,None
634,None
644,None
645,None
635,None
636,None
2633,None
643,None
46,None
430,430
666,None
665,665
1262,None
1263,1263
720,None
719,None
724,None
725,None
726,None
727,None
64,None
2558,None
65,None
186,None
92,None
187,None
136,None
140,None
827,None
828,None
826,None
79,None
