station dans rayon,station atteintes
383,None
384,384
385,None
386,386
390,390
389,389
394,394
393,None
395,None
396,396
188,188
137,137
15,None
387,None
418,None
417,None
420,None
419,419
422,None
421,None
424,None
423,423
426,None
425,None
189,None
20,20
466,466
467,467
468,468
469,None
476,None
475,475
481,481
482,None
622,None
623,623
650,650
649,649
624,624
625,None
640,640
639,639
627,None
626,626
638,None
637,637
628,628
629,629
647,647
648,648
631,None
641,641
642,642
633,None
634,634
644,644
645,645
635,None
636,636
2633,2633
621,621
620,620
643,643
46,46
720,None
719,719
751,751
750,750
756,756
755,755
140,140
