station dans rayon,station atteintes
2637,2637
2638,None
2643,2643
2644,None
407,407
408,408
410,None
409,409
412,None
411,411
415,415
416,None
2608,None
2609,2609
155,155
17,17
403,403
404,404
405,405
406,406
1267,1267
1266,1266
159,159
18,18
734,734
733,733
739,739
740,740
728,728
729,729
738,738
737,737
730,730
731,731
736,736
735,735
435,435
434,434
436,None
437,437
438,438
439,439
440,440
441,441
444,444
445,445
442,442
443,443
447,447
446,446
448,448
22,22
177,None
172,172
105,105
452,452
454,454
455,455
456,None
457,457
458,None
459,459
461,None
460,460
171,171
23,None
451,451
578,None
579,579
183,183
87,87
580,None
31,31
532,532
531,531
161,161
97,97
534,534
35,35
607,607
589,589
588,588
600,600
601,None
584,584
583,583
602,602
603,603
586,586
585,585
1237,1237
595,595
594,594
597,597
596,596
582,582
581,581
591,591
590,590
592,592
593,593
151,151
156,156
154,154
42,42
130,130
153,153
598,598
599,599
653,None
654,654
656,None
657,657
660,660
659,659
178,178
95,95
568,568
772,772
773,773
312,312
319,319
779,779
778,778
776,776
777,777
791,791
790,790
771,771
106,106
86,86
784,784
69,69
70,70
785,785
71,71
170,170
162,162
90,90
167,167
147,147
800,800
801,None
816,None
817,817
802,None
803,803
818,818
819,819
804,804
805,805
822,None
823,823
806,None
807,807
809,809
810,810
812,None
811,811
179,179
76,None
2606,2606
257,257
181,181
109,109
662,662
661,661
567,567
566,566
560,560
559,559
565,565
564,564
563,563
562,562
2660,None
2661,2661
558,558
157,None
139,139
158,158
173,173
