station dans rayon,station atteintes
383,None
384,384
385,None
386,386
390,390
389,389
394,394
393,None
395,None
396,396
188,188
137,137
15,None
387,None
418,None
417,None
422,None
421,None
424,None
423,423
189,None
20,20
851,None
852,852
570,570
571,571
572,572
573,573
574,574
2243,2243
2245,2245
2494,2494
1243,1243
1244,1244
2249,2249
2501,2501
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
489,None
488,None
490,490
491,491
492,None
493,493
495,None
494,494
499,499
500,None
502,None
503,None
504,504
505,None
1272,None
1270,None
2560,2560
2561,2561
29,None
7,7
506,None
497,497
496,496
501,None
111,None
190,190
28,None
498,498
549,None
550,None
829,None
830,None
551,None
552,None
554,None
553,None
539,539
37,None
538,538
546,546
545,545
2282,2282
609,None
610,610
612,612
611,611
613,None
614,614
617,None
616,616
619,None
618,618
2284,None
2640,2640
2459,None
849,849
45,None
622,None
623,623
650,650
649,649
624,624
625,625
640,640
639,639
627,None
626,626
638,638
637,637
628,628
629,629
647,647
648,648
631,None
641,641
642,642
633,633
634,634
644,644
645,645
635,635
636,636
2633,2633
621,621
620,620
643,643
46,46
227,227
194,194
235,235
278,278
261,261
352,352
294,294
336,336
379,379
350,350
221,221
202,202
228,228
193,193
204,204
219,219
270,270
333,333
298,298
377,377
249,249
236,236
688,688
687,None
2611,2611
2612,2612
205,205
218,218
222,222
201,201
276,276
263,263
247,247
238,238
198,198
224,224
299,299
332,332
380,380
349,349
1258,1258
1259,1259
242,None
243,243
216,216
207,207
215,215
208,208
355,355
374,374
226,226
195,195
251,251
234,234
241,None
244,244
277,277
262,262
675,675
676,676
256,None
229,229
245,245
240,240
356,356
373,373
684,684
685,685
354,354
375,375
2566,None
2565,2565
214,214
209,209
250,250
297,297
252,252
233,233
271,271
353,353
376,376
351,351
378,378
275,275
264,264
254,254
272,None
267,267
225,225
197,197
213,None
210,210
200,200
2564,2564
206,206
217,217
212,212
211,211
295,295
335,335
681,681
682,None
203,203
220,220
266,266
273,None
301,301
330,330
381,381
348,348
300,300
331,331
265,265
274,None
296,296
334,334
382,382
269,269
1250,1250
1251,1251
52,52
53,53
2616,2616
2618,2618
2623,None
2620,2620
2624,None
2625,None
2626,None
2627,None
2628,None
2631,2631
2629,None
2630,None
1247,1247
2658,2658
2657,2657
1246,None
268,268
55,55
674,None
231,231
255,None
176,176
56,56
689,689
196,196
2383,None
2311,2311
2322,2322
2405,None
2409,2409
702,702
701,None
2328,None
2604,2604
2605,2605
703,703
704,None
2601,2601
2602,2602
2649,2649
2580,None
2581,2581
2650,2650
2583,None
2584,2584
2586,2586
2588,2588
2589,2589
2663,2663
2664,2664
2591,2591
716,None
717,717
2593,2593
2331,2331
2490,None
2595,2595
2596,2596
2598,2598
2599,2599
2327,None
708,708
711,711
709,709
2578,2578
712,712
714,714
715,None
185,185
63,63
720,None
719,719
2558,2558
65,65
2341,2341
2342,2342
2486,None
2345,2345
2488,None
2340,None
2439,2439
2336,2336
2433,None
2339,2339
2463,2463
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,None
757,757
754,754
753,753
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,None
763,763
285,None
345,345
293,293
337,337
184,184
113,None
180,180
68,None
742,742
743,743
282,282
289,289
341,341
820,820
821,821
2614,2614
2615,2615
260,260
279,279
75,75
182,182
813,813
104,104
140,140
827,None
828,None
