station dans rayon,station atteintes
573,None
574,None
2249,None
2501,None
2248,None
2503,None
2250,None
2505,None
2252,None
2509,None
829,None
830,None
2383,None
2311,None
2385,None
2312,None
2402,None
2321,None
2313,None
2387,None
2322,None
2405,None
2407,None
2316,None
2409,None
2394,None
2317,None
2318,None
2650,None
2593,None
2595,None
2596,None
2348,None
2341,None
2424,None
2343,None
2342,None
2486,None
2345,None
2488,None
2430,None
2347,2347
2340,None
2439,None
2336,None
2433,None
2338,None
2446,2446
2339,None
2463,None
827,None
828,None
826,None
79,None
