centroid_id,longitude,latitude
0,235.990164375,26.06645571428572
1,235.990164375,26.056427142857146
2,235.990164375,26.046398571428576
3,235.990164375,26.036370000000005
4,235.990164375,26.026341428571435
5,235.990164375,26.016312857142864
6,235.990164375,26.006284285714294
7,236.000593125,26.06645571428572
8,236.000593125,26.056427142857146
9,236.000593125,26.046398571428576
10,236.000593125,26.036370000000005
11,236.000593125,26.026341428571435
12,236.000593125,26.016312857142864
13,236.000593125,26.006284285714294
14,236.01102187499998,26.06645571428572
15,236.01102187499998,26.056427142857146
16,236.01102187499998,26.046398571428576
17,236.01102187499998,26.036370000000005
18,236.01102187499998,26.026341428571435
19,236.01102187499998,26.016312857142864
20,236.01102187499998,26.006284285714294
21,236.021450625,26.06645571428572
22,236.021450625,26.056427142857146
23,236.021450625,26.046398571428576
24,236.021450625,26.036370000000005
25,236.021450625,26.026341428571435
26,236.021450625,26.016312857142864
27,236.021450625,26.006284285714294
28,236.031879375,26.06645571428572
29,236.031879375,26.056427142857146
30,236.031879375,26.046398571428576
31,236.031879375,26.036370000000005
32,236.031879375,26.026341428571435
33,236.031879375,26.016312857142864
34,236.031879375,26.006284285714294
35,236.04230812499998,26.06645571428572
36,236.04230812499998,26.056427142857146
37,236.04230812499998,26.046398571428576
38,236.04230812499998,26.036370000000005
39,236.04230812499998,26.026341428571435
40,236.04230812499998,26.016312857142864
41,236.04230812499998,26.006284285714294
42,236.052736875,26.06645571428572
43,236.052736875,26.056427142857146
44,236.052736875,26.046398571428576
45,236.052736875,26.036370000000005
46,236.052736875,26.026341428571435
47,236.052736875,26.016312857142864
48,236.052736875,26.006284285714294
49,236.06316562499998,26.06645571428572
50,236.06316562499998,26.056427142857146
51,236.06316562499998,26.046398571428576
52,236.06316562499998,26.036370000000005
53,236.06316562499998,26.026341428571435
54,236.06316562499998,26.016312857142864
55,236.06316562499998,26.006284285714294
56,236.07359437499994,26.06645571428572
57,236.07359437499994,26.056427142857146
58,236.07359437499994,26.046398571428576
59,236.07359437499994,26.036370000000005
60,236.07359437499994,26.026341428571435
61,236.07359437499994,26.016312857142864
62,236.07359437499994,26.006284285714294
63,236.08402312499996,26.06645571428572
64,236.08402312499996,26.056427142857146
65,236.08402312499996,26.046398571428576
66,236.08402312499996,26.036370000000005
67,236.08402312499996,26.026341428571435
68,236.08402312499996,26.016312857142864
69,236.08402312499996,26.006284285714294
