station dans rayon,station atteintes
385,385
386,386
390,390
389,389
395,395
396,396
188,188
137,137
851,851
852,852
570,570
2243,2243
2245,2245
2494,2494
1243,1243
1244,1244
492,492
493,493
2282,2282
609,609
610,610
612,612
611,611
613,613
614,614
617,617
616,616
619,619
618,618
2284,2284
2640,2640
2459,2459
849,849
45,45
622,622
623,623
650,650
649,649
624,624
625,625
627,627
626,626
638,638
637,637
628,628
629,629
631,631
641,641
642,642
633,633
634,634
644,644
645,645
635,635
636,636
2633,2633
643,643
46,46
787,787
786,786
788,788
227,227
194,194
235,235
278,278
261,261
352,352
294,294
336,336
379,379
350,350
221,221
202,202
228,228
193,193
303,303
328,328
204,204
219,219
270,270
333,333
298,298
377,377
249,249
236,236
304,304
327,327
688,688
687,687
2611,2611
2612,2612
205,205
218,218
222,222
201,201
276,276
263,263
247,247
238,238
198,198
224,224
299,299
332,332
380,380
349,349
1258,1258
1259,1259
242,242
243,243
359,359
370,370
216,216
207,207
215,215
208,208
355,355
374,374
226,226
195,195
251,251
234,234
690,690
691,691
1260,1260
1261,1261
241,241
244,244
277,277
262,262
675,675
676,676
256,256
229,229
245,245
240,240
356,356
373,373
684,684
685,685
354,354
375,375
2566,2566
2565,2565
214,214
209,209
250,250
297,297
252,252
233,233
271,271
353,353
376,376
351,351
378,378
275,275
264,264
371,371
254,254
357,357
372,372
272,272
267,267
686,686
225,225
197,197
302,302
329,329
213,213
210,210
200,200
2564,2564
206,206
217,217
212,212
211,211
295,295
335,335
681,681
682,682
203,203
220,220
266,266
273,273
301,301
330,330
381,381
348,348
300,300
331,331
265,265
274,274
296,296
334,334
382,382
269,269
1250,1250
1251,1251
52,52
53,53
54,54
2616,2616
2618,2618
2623,2623
2620,2620
2624,2624
2625,2625
2626,2626
2627,2627
2628,2628
2631,2631
2629,2629
2630,2630
1247,1247
2658,2658
2657,2657
1246,1246
268,268
55,55
674,674
231,231
255,255
176,176
56,56
689,689
196,196
703,703
704,704
2331,2331
2490,2490
708,708
709,709
720,720
719,719
724,724
725,725
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
746,746
747,747
286,286
344,344
290,290
340,340
287,287
343,343
758,758
757,757
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,762
763,763
285,285
345,345
293,293
337,337
184,184
113,113
180,180
68,68
282,282
770,770
96,96
792,792
86,86
71,71
170,170
800,800
801,801
816,816
817,817
802,802
803,803
804,804
805,805
820,820
821,821
281,281
258,258
822,822
823,823
2614,2614
2615,2615
260,260
279,279
812,812
811,811
75,75
182,182
2606,2606
257,257
813,813
104,104
140,140
369,369
361,361
840,840
841,841
307,307
324,324
310,310
321,321
311,311
320,320
306,306
325,325
834,834
833,833
835,835
836,836
366,366
364,364
305,305
326,326
837,837
838,838
363,363
367,367
842,842
843,843
847,847
846,846
845,845
844,844
309,309
322,322
793,793
173,173
365,365
174,174
103,103
175,175
124,124
1254,1254
