station dans rayon,station atteintes
383,383
384,384
385,385
386,386
390,390
389,389
394,394
393,393
395,395
396,396
188,188
137,137
15,15
387,387
418,418
417,417
420,420
419,419
422,422
421,421
424,424
423,423
426,426
425,425
189,189
20,20
476,476
475,475
851,851
852,852
570,570
571,571
572,572
573,573
574,574
2243,2243
2245,2245
2494,2494
1243,1243
1244,1244
2249,2249
2501,2501
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
490,490
491,491
492,492
493,493
495,495
494,494
1272,1272
1270,1270
2560,2560
2561,2561
29,29
7,7
506,506
497,497
496,496
501,501
111,111
190,190
28,28
498,498
539,539
37,37
538,538
546,546
545,545
2282,2282
609,609
610,610
612,612
611,611
613,613
614,614
617,617
616,616
619,619
618,618
2284,2284
2640,2640
2459,2459
849,849
45,45
650,650
649,649
640,640
639,639
628,628
629,629
647,647
648,648
2633,2633
621,621
620,620
46,46
227,227
194,194
235,235
352,352
294,294
336,336
379,379
350,350
221,221
202,202
228,228
193,193
303,303
328,328
204,204
219,219
270,270
333,333
298,298
377,377
249,249
236,236
688,688
687,687
2611,2611
2612,2612
205,205
218,218
222,222
201,201
276,276
263,263
247,247
238,238
198,198
224,224
299,299
332,332
380,380
349,349
1258,1258
1259,1259
242,242
243,243
216,216
207,207
215,215
208,208
355,355
374,374
226,226
195,195
251,251
234,234
241,241
244,244
675,675
676,676
256,256
229,229
245,245
240,240
684,684
685,685
354,354
375,375
2566,2566
2565,2565
214,214
209,209
250,250
297,297
252,252
233,233
271,271
353,353
376,376
351,351
378,378
275,275
264,264
254,254
272,272
267,267
225,225
197,197
302,302
329,329
213,213
210,210
200,200
2564,2564
206,206
217,217
212,212
211,211
295,295
335,335
681,681
682,682
203,203
220,220
266,266
273,273
301,301
330,330
381,381
348,348
300,300
331,331
265,265
274,274
296,296
334,334
382,382
269,269
1250,1250
1251,1251
52,52
53,53
2616,2616
2618,2618
2623,2623
2620,2620
2624,2624
2625,2625
2626,2626
2627,2627
2628,2628
2631,2631
2629,2629
2630,2630
1247,1247
2658,2658
2657,2657
1246,1246
268,268
55,55
674,674
231,231
255,255
176,176
56,56
689,689
196,196
2331,2331
2490,2490
720,720
719,719
724,724
725,725
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,758
757,757
754,754
753,753
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,762
763,763
285,285
345,345
293,293
337,337
184,184
113,113
180,180
68,68
742,742
743,743
282,282
289,289
341,341
140,140
