station dans rayon,station atteintes
383,383
384,384
385,385
386,386
390,390
389,389
394,394
393,393
395,395
396,396
188,188
137,137
15,15
387,387
418,418
417,417
420,420
419,419
422,422
421,421
424,424
423,423
426,426
425,425
189,189
20,20
2568,2568
431,431
466,466
467,467
468,468
469,469
471,471
470,470
474,474
473,473
476,476
475,475
478,478
477,477
479,479
480,480
481,481
482,482
1243,1243
1244,1244
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
489,489
488,488
490,490
491,491
492,492
493,493
495,495
494,494
502,502
503,503
1272,1272
1270,1270
2560,2560
2561,2561
29,29
7,7
506,506
497,497
496,496
501,501
111,111
190,190
28,28
498,498
508,508
509,509
1264,1264
1265,1265
512,512
513,513
514,514
515,515
520,520
521,521
522,522
523,523
524,524
525,525
191,191
93,93
549,549
550,550
829,829
830,830
539,539
37,37
538,538
546,546
545,545
430,430
666,666
665,665
1262,1262
1263,1263
720,720
719,719
724,724
725,725
64,64
827,827
828,828
826,826
79,79
