station dans rayon,station atteintes
399,399
400,400
413,413
414,414
733,733
739,739
740,740
728,728
729,729
738,738
737,737
730,730
731,731
736,736
735,735
435,435
434,434
436,436
437,437
438,438
439,439
440,440
441,441
444,444
445,445
442,442
443,443
447,447
446,446
172,172
105,105
452,452
454,454
455,455
456,456
457,457
465,465
464,464
458,458
459,459
461,461
460,460
463,463
462,462
171,171
23,23
451,451
24,24
169,169
526,526
527,527
529,529
530,530
532,532
531,531
161,161
97,97
534,534
35,35
163,163
165,165
607,607
589,589
588,588
600,600
601,601
584,584
583,583
602,602
603,603
586,586
585,585
1237,1237
595,595
594,594
597,597
596,596
582,582
581,581
591,591
590,590
592,592
593,593
151,151
156,156
154,154
42,42
130,130
153,153
598,598
599,599
656,656
657,657
178,178
95,95
568,568
776,776
777,777
567,567
566,566
560,560
559,559
565,565
564,564
2660,2660
2661,2661
558,558
157,157
139,139
158,158
