station dans rayon,station atteintes
851,851
852,852
570,570
571,571
572,572
573,573
574,574
2243,2243
2245,2245
2494,2494
2249,2249
2501,2501
2248,2248
2503,2503
578,578
579,579
183,183
87,87
580,580
31,31
2260,2260
653,653
654,654
2383,2383
2311,2311
2313,2313
2387,2387
2322,2322
2405,2405
2409,2409
2394,2394
2317,2317
702,702
701,701
2328,2328
2604,2604
2605,2605
703,703
704,704
2601,2601
2602,2602
2649,2649
2580,2580
2581,2581
2650,2650
2583,2583
2584,2584
2586,2586
2588,2588
2589,2589
2663,2663
2664,2664
576,576
577,577
2591,2591
716,716
717,717
2593,2593
2331,2331
2490,2490
2595,2595
2596,2596
2598,2598
2599,2599
2327,2327
708,708
711,711
709,709
2578,2578
712,712
714,714
715,715
185,185
63,63
2348,2348
2341,2341
2424,2424
2343,2343
2342,2342
2486,2486
2345,2345
2488,2488
2430,2430
2347,2347
2340,2340
2439,2439
2336,2336
2433,2433
2338,2338
2446,2446
2339,2339
2463,2463
818,818
819,819
820,820
821,821
809,809
810,810
75,75
182,182
179,179
76,76
181,181
78,78
109,109
104,104
662,662
661,661
