station dans rayon,station atteintes
734,734
733,733
739,739
740,740
728,728
729,729
738,738
737,737
730,730
731,731
736,736
735,735
435,435
434,434
440,440
441,441
442,442
443,443
448,448
532,532
531,531
161,161
97,97
589,589
588,588
600,600
601,601
584,584
583,583
602,602
603,603
586,586
585,585
1237,1237
595,595
594,594
597,597
596,596
582,582
581,581
591,591
590,590
592,592
593,593
151,151
156,156
154,154
42,42
130,130
153,153
598,598
599,599
787,787
786,786
788,788
303,303
328,328
304,304
327,327
242,242
243,243
359,359
370,370
690,690
691,691
1260,1260
1261,1261
241,241
244,244
245,245
240,240
684,684
685,685
686,686
302,302
329,329
301,301
330,330
54,54
176,176
56,56
313,313
318,318
772,772
773,773
769,769
768,768
312,312
319,319
781,781
780,780
774,774
775,775
779,779
778,778
776,776
777,777
315,315
316,316
791,791
790,790
770,770
96,96
771,771
106,106
792,792
86,86
784,784
69,69
70,70
785,785
71,71
170,170
795,795
72,72
162,162
90,90
167,167
147,147
166,166
89,89
802,802
803,803
369,369
361,361
840,840
841,841
307,307
324,324
310,310
321,321
311,311
320,320
306,306
325,325
834,834
833,833
835,835
836,836
366,366
364,364
305,305
326,326
837,837
838,838
363,363
367,367
842,842
843,843
847,847
846,846
845,845
844,844
309,309
322,322
793,793
173,173
365,365
174,174
103,103
175,175
124,124
1254,1254
