centroid_id,longitude,latitude
0,-2.110354216646863,48.476069427011225
1,-2.110354216646863,48.46695652584767
2,-2.110354216646863,48.45784362468413
3,-2.110354216646863,48.44873072352058
4,-2.110354216646863,48.439617822357036
5,-2.110354216646863,48.430504921193496
6,-2.0962283371627306,48.476069427011225
7,-2.0962283371627306,48.46695652584767
8,-2.0962283371627306,48.45784362468413
9,-2.0962283371627306,48.44873072352058
10,-2.0962283371627306,48.439617822357036
11,-2.0962283371627306,48.430504921193496
12,-2.082102457678598,48.476069427011225
13,-2.082102457678598,48.46695652584767
14,-2.082102457678598,48.45784362468413
15,-2.082102457678598,48.44873072352058
16,-2.082102457678598,48.439617822357036
17,-2.082102457678598,48.430504921193496
18,-2.0679765781944646,48.476069427011225
19,-2.0679765781944646,48.46695652584767
20,-2.0679765781944646,48.45784362468413
21,-2.0679765781944646,48.44873072352058
22,-2.0679765781944646,48.439617822357036
23,-2.0679765781944646,48.430504921193496
24,-2.0538506987103324,48.476069427011225
25,-2.0538506987103324,48.46695652584767
26,-2.0538506987103324,48.45784362468413
27,-2.0538506987103324,48.44873072352058
28,-2.0538506987103324,48.439617822357036
29,-2.0538506987103324,48.430504921193496
30,-2.0397248192261994,48.476069427011225
31,-2.0397248192261994,48.46695652584767
32,-2.0397248192261994,48.45784362468413
33,-2.0397248192261994,48.44873072352058
34,-2.0397248192261994,48.439617822357036
35,-2.0397248192261994,48.430504921193496
36,-2.025598939742067,48.476069427011225
37,-2.025598939742067,48.46695652584767
38,-2.025598939742067,48.45784362468413
39,-2.025598939742067,48.44873072352058
40,-2.025598939742067,48.439617822357036
41,-2.025598939742067,48.430504921193496
