station dans rayon,station atteintes
851,851
852,852
570,570
573,573
574,574
2243,2243
2245,2245
2494,2494
1243,1243
1244,1244
2249,2249
2501,2501
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
578,578
579,579
183,183
87,87
580,580
31,31
2260,2260
546,546
545,545
2282,2282
609,609
610,610
612,612
611,611
613,613
614,614
617,617
616,616
619,619
618,618
2284,2284
2640,2640
2459,2459
849,849
45,45
653,653
654,654
660,660
659,659
278,278
261,261
228,228
193,193
270,270
2611,2611
2612,2612
277,277
262,262
256,256
229,229
2566,2566
2565,2565
271,271
254,254
272,272
267,267
2564,2564
681,681
682,682
382,382
269,269
1250,1250
1251,1251
53,53
268,268
55,55
674,674
231,231
255,255
689,689
2385,2385
2312,2312
2402,2402
2321,2321
2313,2313
2387,2387
2407,2407
2316,2316
2394,2394
2317,2317
2318,2318
702,702
701,701
703,703
704,704
2649,2649
2580,2580
2581,2581
2583,2583
2584,2584
2588,2588
2589,2589
576,576
577,577
2591,2591
716,716
717,717
708,708
709,709
2578,2578
724,724
725,725
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
2348,2348
2341,2341
2424,2424
2343,2343
2342,2342
2486,2486
2345,2345
2488,2488
2430,2430
2347,2347
2340,2340
2439,2439
2338,2338
2446,2446
2339,2339
2463,2463
746,746
747,747
762,762
763,763
285,285
345,345
184,184
113,113
180,180
68,68
282,282
800,800
801,801
816,816
817,817
818,818
819,819
804,804
805,805
820,820
821,821
281,281
258,258
822,822
823,823
2614,2614
2615,2615
809,809
810,810
260,260
279,279
812,812
811,811
75,75
182,182
179,179
76,76
2606,2606
257,257
181,181
78,78
109,109
813,813
104,104
662,662
661,661
