station dans rayon,station atteintes
622,622
623,623
650,650
649,649
624,624
625,625
640,640
639,639
627,627
626,626
638,638
637,637
628,628
629,629
647,647
648,648
631,631
641,641
642,642
633,633
634,634
644,644
645,645
635,635
636,636
2633,2633
621,621
620,620
643,643
46,46
227,227
194,194
235,235
352,352
294,294
336,336
228,228
193,193
303,303
328,328
333,333
298,298
377,377
249,249
236,236
327,327
688,688
687,687
2611,2611
2612,2612
222,222
201,201
247,247
238,238
198,198
224,224
299,299
332,332
380,380
349,349
226,226
195,195
251,251
234,234
241,241
244,244
675,675
676,676
256,256
229,229
245,245
240,240
2566,2566
2565,2565
250,250
297,297
252,252
233,233
271,271
353,353
376,376
351,351
378,378
254,254
272,272
267,267
225,225
197,197
302,302
329,329
200,200
295,295
335,335
681,681
682,682
266,266
273,273
301,301
330,330
381,381
348,348
300,300
331,331
265,265
274,274
296,296
334,334
53,53
2616,2616
2618,2618
2623,2623
2620,2620
2624,2624
2625,2625
2626,2626
2627,2627
2628,2628
2631,2631
2629,2629
2630,2630
1247,1247
2658,2658
2657,2657
1246,1246
55,55
674,674
231,231
255,255
196,196
2558,2558
65,65
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,758
757,757
754,754
753,753
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,762
763,763
285,285
345,345
293,293
337,337
180,180
68,68
742,742
743,743
282,282
289,289
341,341
140,140
