station dans rayon,station atteintes
383,383
384,384
385,385
386,386
390,390
389,389
394,394
393,393
395,395
396,396
15,15
387,387
418,418
417,417
420,420
419,419
422,422
421,421
424,424
423,423
426,426
425,425
189,189
20,20
466,466
467,467
476,476
475,475
478,478
477,477
481,481
482,482
851,851
852,852
570,570
571,571
572,572
573,573
574,574
2243,2243
2245,2245
2494,2494
1243,1243
1244,1244
2249,2249
2501,2501
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
489,489
488,488
490,490
491,491
492,492
493,493
495,495
494,494
499,499
500,500
502,502
503,503
504,504
505,505
1272,1272
1270,1270
2560,2560
2561,2561
29,29
7,7
506,506
497,497
496,496
501,501
111,111
190,190
28,28
498,498
508,508
509,509
1264,1264
1265,1265
512,512
513,513
514,514
515,515
520,520
521,521
522,522
523,523
524,524
525,525
191,191
93,93
549,549
550,550
829,829
830,830
551,551
552,552
554,554
553,553
539,539
37,37
538,538
546,546
545,545
2282,2282
609,609
610,610
612,612
611,611
617,617
616,616
619,619
618,618
2284,2284
2640,2640
849,849
45,45
622,622
623,623
650,650
649,649
624,624
625,625
640,640
639,639
627,627
626,626
638,638
637,637
628,628
629,629
647,647
648,648
631,631
641,641
642,642
633,633
634,634
644,644
645,645
635,635
636,636
2633,2633
621,621
620,620
643,643
46,46
227,227
194,194
228,228
193,193
270,270
226,226
195,195
271,271
382,382
269,269
268,268
55,55
674,674
689,689
2331,2331
2490,2490
724,724
725,725
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,758
757,757
754,754
753,753
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,762
763,763
285,285
345,345
293,293
337,337
184,184
113,113
180,180
68,68
742,742
743,743
282,282
289,289
341,341
140,140
827,827
828,828
826,826
79,79
