station dans rayon,station atteintes
383,383
384,384
385,385
386,386
390,390
389,389
394,394
393,393
395,395
396,396
188,188
137,137
15,15
387,387
571,571
572,572
573,573
574,574
2243,2243
1243,1243
1244,1244
2249,2249
2501,2501
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
490,490
491,491
492,492
493,493
495,495
494,494
502,502
503,503
2560,2560
2561,2561
29,29
7,7
506,506
497,497
496,496
501,501
111,111
190,190
28,28
498,498
578,578
579,579
183,183
87,87
2260,2260
549,549
550,550
829,829
830,830
551,551
552,552
554,554
553,553
539,539
37,37
538,538
546,546
545,545
2282,2282
609,609
610,610
612,612
611,611
613,613
614,614
617,617
616,616
619,619
618,618
2284,2284
2640,2640
2459,2459
849,849
45,45
622,622
623,623
650,650
649,649
624,624
625,625
640,640
639,639
627,627
626,626
638,638
637,637
628,628
629,629
647,647
648,648
631,631
641,641
642,642
633,633
634,634
644,644
645,645
635,635
636,636
2633,2633
621,621
620,620
643,643
46,46
227,227
194,194
235,235
278,278
261,261
352,352
294,294
336,336
379,379
350,350
221,221
202,202
228,228
193,193
204,204
219,219
270,270
333,333
298,298
377,377
249,249
236,236
688,688
687,687
2611,2611
2612,2612
205,205
218,218
222,222
201,201
276,276
263,263
198,198
224,224
299,299
332,332
380,380
349,349
1258,1258
1259,1259
216,216
207,207
215,215
208,208
355,355
374,374
226,226
195,195
251,251
234,234
277,277
262,262
675,675
676,676
256,256
229,229
356,356
373,373
354,354
375,375
2566,2566
2565,2565
214,214
209,209
250,250
297,297
252,252
233,233
271,271
353,353
376,376
351,351
378,378
275,275
264,264
254,254
357,357
372,372
272,272
267,267
225,225
197,197
213,213
210,210
200,200
2564,2564
206,206
217,217
212,212
211,211
295,295
335,335
681,681
682,682
203,203
220,220
266,266
273,273
381,381
348,348
265,265
274,274
296,296
334,334
382,382
269,269
1250,1250
1251,1251
52,52
53,53
2616,2616
2618,2618
2623,2623
2620,2620
2624,2624
2625,2625
2626,2626
2627,2627
2628,2628
2631,2631
2629,2629
2630,2630
1247,1247
2658,2658
2657,2657
1246,1246
268,268
55,55
674,674
231,231
255,255
689,689
196,196
2383,2383
2311,2311
2402,2402
2321,2321
2313,2313
2387,2387
2322,2322
2405,2405
2407,2407
2316,2316
2409,2409
2394,2394
2317,2317
2318,2318
702,702
701,701
2328,2328
2604,2604
2605,2605
703,703
704,704
2601,2601
2602,2602
2649,2649
2580,2580
2581,2581
2650,2650
2583,2583
2584,2584
2586,2586
2588,2588
2589,2589
2663,2663
2664,2664
576,576
577,577
2591,2591
716,716
717,717
2593,2593
2331,2331
2490,2490
2595,2595
2596,2596
2598,2598
2599,2599
2327,2327
708,708
711,711
709,709
2578,2578
712,712
714,714
715,715
185,185
63,63
720,720
719,719
724,724
725,725
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
2348,2348
2341,2341
2424,2424
2343,2343
2342,2342
2486,2486
2345,2345
2488,2488
2430,2430
2347,2347
2340,2340
2439,2439
2336,2336
2433,2433
2338,2338
2446,2446
2339,2339
2463,2463
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,758
757,757
754,754
753,753
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,762
763,763
285,285
345,345
293,293
337,337
184,184
113,113
180,180
68,68
742,742
743,743
282,282
289,289
341,341
800,800
801,801
816,816
817,817
804,804
805,805
820,820
821,821
281,281
258,258
822,822
823,823
2614,2614
2615,2615
809,809
810,810
260,260
279,279
75,75
182,182
179,179
76,76
2606,2606
257,257
181,181
78,78
109,109
813,813
104,104
827,827
828,828
826,826
79,79
