station dans rayon,station atteintes
383,383
384,384
385,385
386,386
390,390
389,389
394,394
393,393
395,395
396,396
188,188
137,137
15,15
387,387
418,418
417,417
420,420
419,419
422,422
421,421
424,424
423,423
426,426
425,425
189,189
20,20
466,466
467,467
476,476
475,475
481,481
482,482
851,851
852,852
570,570
2245,2245
2494,2494
1243,1243
1244,1244
2250,2250
2505,2505
489,489
488,488
490,490
491,491
492,492
493,493
495,495
494,494
499,499
500,500
502,502
503,503
504,504
505,505
1272,1272
1270,1270
2560,2560
2561,2561
29,29
7,7
506,506
497,497
496,496
501,501
111,111
190,190
28,28
498,498
1264,1264
1265,1265
539,539
37,37
538,538
546,546
545,545
2282,2282
609,609
610,610
612,612
611,611
617,617
616,616
619,619
618,618
2640,2640
849,849
45,45
622,622
623,623
650,650
649,649
624,624
625,625
640,640
639,639
627,627
626,626
638,638
637,637
628,628
629,629
647,647
648,648
644,644
645,645
621,621
620,620
227,227
194,194
294,294
336,336
228,228
193,193
270,270
688,688
687,687
2611,2611
2612,2612
198,198
224,224
226,226
195,195
675,675
676,676
256,256
229,229
2566,2566
2565,2565
271,271
254,254
272,272
267,267
225,225
197,197
2564,2564
295,295
335,335
681,681
682,682
266,266
273,273
265,265
274,274
382,382
269,269
1250,1250
1251,1251
53,53
2624,2624
2625,2625
2627,2627
2628,2628
2631,2631
2629,2629
2630,2630
1247,1247
268,268
55,55
674,674
231,231
255,255
689,689
196,196
720,720
719,719
724,724
725,725
726,726
727,727
64,64
2558,2558
65,65
186,186
92,92
187,187
136,136
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,758
757,757
754,754
753,753
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,762
763,763
285,285
345,345
293,293
337,337
184,184
113,113
180,180
68,68
742,742
743,743
282,282
289,289
341,341
140,140
