station dans rayon,station atteintes
570,570
573,573
574,574
2245,2245
2494,2494
2249,2249
2501,2501
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
549,549
550,550
829,829
830,830
551,551
552,552
554,554
553,553
539,539
37,37
538,538
546,546
545,545
2383,2383
2311,2311
2385,2385
2312,2312
2402,2402
2321,2321
2313,2313
2387,2387
2322,2322
2405,2405
2316,2316
2409,2409
2394,2394
2317,2317
2348,2348
2341,2341
2424,2424
2343,2343
2342,2342
2486,2486
2345,2345
2488,2488
2430,2430
2347,2347
2340,2340
2439,2439
2336,2336
2433,2433
2338,2338
2446,2446
2339,2339
2463,2463
827,827
828,828
826,826
79,79
