station dans rayon,station atteintes
734,734
733,733
739,739
740,740
728,728
729,729
738,738
737,737
730,730
731,731
736,736
735,735
435,435
434,434
436,436
437,437
438,438
439,439
440,440
441,441
444,444
445,445
442,442
443,443
447,447
446,446
448,448
22,22
177,177
172,172
105,105
452,452
454,454
455,455
456,456
457,457
465,465
464,464
458,458
459,459
461,461
460,460
463,463
462,462
171,171
23,23
451,451
24,24
169,169
571,571
572,572
2243,2243
578,578
579,579
183,183
87,87
580,580
31,31
526,526
527,527
532,532
531,531
161,161
97,97
534,534
35,35
2260,2260
2282,2282
609,609
610,610
612,612
611,611
613,613
614,614
617,617
616,616
619,619
618,618
2284,2284
2640,2640
2459,2459
849,849
45,45
622,622
623,623
640,640
639,639
647,647
648,648
653,653
654,654
656,656
657,657
660,660
659,659
178,178
95,95
787,787
786,786
788,788
227,227
194,194
235,235
352,352
294,294
336,336
379,379
350,350
221,221
202,202
228,228
193,193
303,303
328,328
270,270
333,333
298,298
377,377
249,249
236,236
304,304
327,327
688,688
687,687
2611,2611
2612,2612
222,222
201,201
247,247
238,238
198,198
224,224
299,299
332,332
380,380
349,349
242,242
243,243
226,226
195,195
251,251
234,234
241,241
244,244
675,675
676,676
256,256
229,229
245,245
240,240
354,354
375,375
2566,2566
2565,2565
250,250
297,297
252,252
233,233
271,271
353,353
376,376
351,351
378,378
254,254
272,272
267,267
225,225
197,197
302,302
329,329
200,200
2564,2564
295,295
335,335
681,681
682,682
266,266
273,273
301,301
330,330
381,381
348,348
300,300
331,331
265,265
274,274
296,296
334,334
382,382
269,269
1250,1250
1251,1251
52,52
53,53
2616,2616
2618,2618
2623,2623
2620,2620
2624,2624
2625,2625
2626,2626
2627,2627
2628,2628
2631,2631
2629,2629
2630,2630
1247,1247
2658,2658
2657,2657
1246,1246
268,268
55,55
674,674
231,231
255,255
689,689
196,196
702,702
701,701
2328,2328
2604,2604
2605,2605
703,703
704,704
2601,2601
2602,2602
2649,2649
2580,2580
2581,2581
2583,2583
2584,2584
2586,2586
2588,2588
2589,2589
2663,2663
2664,2664
576,576
577,577
2591,2591
716,716
717,717
2593,2593
2331,2331
2490,2490
2598,2598
2599,2599
2327,2327
708,708
711,711
709,709
2578,2578
712,712
714,714
715,715
185,185
63,63
726,726
727,727
2558,2558
65,65
186,186
92,92
751,751
750,750
746,746
747,747
286,286
344,344
290,290
340,340
2554,2554
2557,2557
287,287
343,343
756,756
755,755
2555,2555
2556,2556
748,748
749,749
758,758
757,757
754,754
753,753
292,292
338,338
764,764
765,765
291,291
339,339
288,288
342,342
762,762
763,763
285,285
345,345
293,293
337,337
184,184
113,113
180,180
68,68
742,742
743,743
282,282
289,289
341,341
313,313
318,318
772,772
773,773
769,769
768,768
312,312
319,319
781,781
780,780
774,774
775,775
779,779
778,778
776,776
777,777
315,315
316,316
791,791
790,790
770,770
96,96
771,771
106,106
792,792
86,86
784,784
69,69
70,70
785,785
71,71
170,170
795,795
72,72
162,162
90,90
167,167
147,147
166,166
89,89
800,800
801,801
816,816
817,817
818,818
819,819
804,804
805,805
820,820
821,821
281,281
258,258
806,806
807,807
2614,2614
2615,2615
809,809
810,810
812,812
811,811
75,75
182,182
179,179
76,76
2606,2606
257,257
181,181
78,78
109,109
813,813
104,104
662,662
661,661
840,840
841,841
307,307
324,324
310,310
321,321
311,311
320,320
306,306
325,325
835,835
836,836
305,305
326,326
837,837
838,838
842,842
843,843
847,847
846,846
309,309
322,322
793,793
173,173
365,365
174,174
103,103
