station dans rayon,station atteintes
383,383
384,384
385,385
386,386
390,390
389,389
394,394
393,393
395,395
396,396
188,188
137,137
15,15
387,387
422,422
421,421
851,851
852,852
570,570
2245,2245
2494,2494
1243,1243
1244,1244
2249,2249
2501,2501
2248,2248
2503,2503
2250,2250
2505,2505
2252,2252
2509,2509
489,489
488,488
490,490
491,491
492,492
493,493
495,495
494,494
499,499
500,500
502,502
503,503
504,504
505,505
1272,1272
1270,1270
2560,2560
2561,2561
29,29
7,7
506,506
497,497
496,496
501,501
111,111
190,190
28,28
498,498
508,508
509,509
1264,1264
1265,1265
512,512
513,513
514,514
515,515
520,520
521,521
522,522
523,523
524,524
525,525
191,191
93,93
551,551
552,552
554,554
553,553
539,539
37,37
538,538
546,546
545,545
720,720
719,719
724,724
725,725
64,64
187,187
136,136
2341,2341
2342,2342
2486,2486
2345,2345
2488,2488
2430,2430
2347,2347
2340,2340
2439,2439
2338,2338
2446,2446
